type,name,iso_region,municipality,i94port,coordinate1,coordinate2
heliport,Inova Alexandria Hospital Heliport,US-VA,Alexandria,9VA2,-77.10410308840001,38.8226013184
small_airport,Crippen Creek Farm Airport,US-VA,Parksley,9VA3,-75.5718994140625,37.762901306152344
small_airport,Franwood Farms Inc. Airport,US-VA,New Market,9VA4,-78.62950134277344,38.69089889526367
heliport,Bluegrass Heliport,US-VA,Bluemont,9VA5,-77.88909912109375,39.063899993896484
heliport,Louise Obici Memorial Hospital Heliport,US-VA,Suffolk,9VA6,-76.58580017089844,36.752899169921875
closed,Fire Station No. 14 Heliport,US-VA,Chester,,-77.415497,37.3549
heliport,Innsbrook Pavilion Heliport,US-VA,Richmond,9VA8,-77.58499908447266,37.648799896240234
heliport,Southampton Memorial Hospital Heliport,US-VA,Franklin,9VA9,-76.93830108642578,36.69929885864258
small_airport,Campbell Field,US-VA,Weirwood,9VG,-75.87879943847656,37.458499908447266
small_airport,Jucapa Farms Airport,US-VA,Winchester,9VG9,-78.30449676513672,39.372100830078125
small_airport,Simpson Airport,US-WV,Philippi,9W3,-80.0259017944336,39.09339904785156
small_airport,Baublitz Commercial Airport,US-PA,Brogue,9W8,-76.48639678955078,39.852298736572266
small_airport,Clio Crop Care Airport,US-SC,Clio,9W9,-79.53810119628906,34.5614013671875
heliport,Boeing Plant 2 Heliport,US-WA,Seattle,9WA0,-122.31300354003906,47.536800384521484
heliport,Quincy Valley Hospital Ems Heliport,US-WA,Quincy,9WA1,-119.86799621582031,47.23109817504883
heliport,Odessa Memorial Hospital Ems Heliport,US-WA,Odessa,9WA2,-118.68099975585938,47.33060073852539
small_airport,River Bend Airport,US-WA,River Bend Lodge,9WA3,-117.29000091552734,48.469600677490234
small_airport,Piper Canyon Airport,US-WA,Goldendale,9WA4,-120.95600128173828,45.802799224853516
heliport,Mid-Valley Hospital Ems Heliport,US-WA,Omak,9WA5,-119.5459976196289,48.72919845581055
heliport,Puget Sound Plaza Heliport,US-WA,Seattle,9WA6,-122.33200073242188,47.60820007324219
small_airport,Albritton Airport,US-WA,Buckley,9WA7,-122.13300323486328,47.215599060058594
heliport,Mason General Hospital Heliport,US-WA,Shelton,9WA8,-123.11199951171875,47.22480010986328
heliport,Naval Submarine Base Bangor Heliport,US-WA,Silverdale,9WA9,-122.714806795,47.7036031255
heliport,All-State Equipment Co. Heliport,US-WI,Greenfield,9WI0,-87.97509765625,42.962501525878906
small_airport,Black Otter Airport,US-WI,Hortonville,9WI1,-88.62359619140625,44.32939910888672
small_airport,Flying Dollar Ranch Airport,US-WI,Maribel,9WI2,-87.7958984375,44.287498474121094
small_airport,Buchholz Farm Airport,US-WI,Morrison,9WI3,-87.98680114746094,44.285499572753906
small_airport,Faken Airport,US-WI,New Berlin,9WI4,-88.13480377197266,42.978599548339844
small_airport,Tamarack Airport,US-WI,Palmyra,9WI5,-88.57450103759766,42.82830047607422
small_airport,Kitty Hawk Estates Airport,US-WI,Polar,9WI6,-89.01679992675781,45.10409927368164
small_airport,Fletcher Airport,US-WI,Spring Prairie,9WI8,-88.37930297851562,42.69390106201172
small_airport,Carlson Airport,US-WI,Superior,9WI9,-92.08190155029297,46.62080001831055
small_airport,Courtney Plummer Airport,US-WI,Winneconne,9WN1,-88.68399810791016,44.10689926147461
small_airport,Voyager Village Airstrip,US-WI,Webster,9WN2,-92.14600372314453,45.96659851074219
small_airport,Ozaukee Airport,US-WI,Port Washington,9WN3,-87.88899993896484,43.4213981628418
closed,Rag Wing Airport,US-WI,Antigo,,-89.0298,45.084
small_airport,Lodi Lakeland Airport,US-WI,Lodi,9WN5,-89.52100372314453,43.33330154418945
seaplane_base,Medos Lake Delton Seaplane Base,US-WI,Lake Delton/Wi Dells,9WN6,-89.77760314941406,43.60689926147461
small_airport,Coloma Municipal Airport,US-WI,Coloma,9WN9,-89.56680297851562,44.060001373291016
small_airport,Antique Aerodrome,US-WI,De Pere,9WS2,-88.158678,44.367639
heliport,Sheridan Memorial Hospital Heliport,US-WY,Sheridan,9WY0,-106.975278,44.807778
small_airport,Sack-O-Grande Acroport Airport,US-TX,Katy,9X9,-95.82659912109375,29.912700653076172
heliport,ESD 100 Training Field Heliport,US-TX,Houston,9XA1,-95.669669,29.700792
small_airport,Chimera Aerodrome,US-TX,Venus,9XA4,-97.039822,32.355752
small_airport,Dobbs Ranch Airport,US-TX,Yoakum,9XS0,-96.9552993774414,29.097999572753906
small_airport,The Landing Airport,US-TX,Hill,9XS1,-96.95279693603516,31.835599899291992
small_airport,Beaver Creek Airport,US-TX,Sherman,9XS2,-96.77635967730002,33.6542626352
small_airport,Macy Ranch Airport,US-TX,Post,9XS3,-101.46499633789062,33.10340118408203
small_airport,Mc Keon Aviation Airport,US-TX,Denison,9XS4,-96.626701355,33.7342987061
small_airport,Kitten Farm Private Airport,US-TX,Slaton,9XS5,-101.64199829101562,33.350101470947266
small_airport,Sudan Airport,US-TX,Sudan,9XS6,-102.52200317382812,34.0531005859375
small_airport,Reeder Airport,US-TX,Lone Oak,9XS7,-95.95860290527344,32.94710159301758
heliport,Goodson Honda Heliport,US-TX,Houston,9XS8,-95.42579650878906,30.0
small_airport,Rancho Verde Airport,US-TX,Brenham,9XS9,-96.44750213623047,30.283300399780273
small_airport,Bowstring Airport,US-MN,Bowstring,9Y0,-93.86689758300781,47.54990005493164
small_airport,East Gull Lake Airport,US-MN,East Gull Lake,9Y2,-94.375461,46.385669
seaplane_base,Sky Harbor Seaplane Base,US-MN,Eveleth,9Y5,-92.47660064697266,47.459598541259766
small_airport,Barron Municipal Airport,US-WI,Barron,9Y7,-91.83429718017578,45.407501220703125
seaplane_base,Kodiak /Lilly Lake/ Seaplane Base,US-AK,Kodiak,9Z3,-152.38299560546875,57.8026008605957
small_airport,Kvichak /Diamond J/ Airport,US-AK,Kvichak,9Z7,-156.9320068359375,58.96260070800781
small_airport,Levelock Airport,US-AK,Levelock,9Z8,-156.85899353,59.128101348899996
small_airport,Lawing Airport,US-AK,Lawing,9Z9,-149.3699951171875,60.41109848022461
small_airport,Dixie US Forest Service Airport,US-ID,Dixie,A05,-115.517997,45.520699
small_airport,Bold Airport,US-AK,Anchorage,A13,-148.99899291992188,61.34130096435547
seaplane_base,Saginaw Seaplane Base,US-AK,Saginaw Bay,A23,-134.158004761,56.8862991333
small_airport,Adin Airport,US-CA,Adin,A26,-120.9520034790039,41.18600082397461
seaplane_base,Seldovia Seaplane Base,US-AK,Seldovia,A27,-151.707992554,59.4341011047
small_airport,Fort Bidwell Airport,US-CA,Fort Bidwell,A28,-120.14700317382812,41.87630081176758
seaplane_base,Sitka Seaplane Base,US-AK,Sitka,A29,-135.3459930419922,57.052101135253906
seaplane_base,Taku Harbor Seaplane Base,US-AK,Taku Harbor,A43,-134.01499939,58.0690994263
small_airport,Costin Airport,US-FL,Port St Joe,A51,-85.289100646973,29.758499145508
small_airport,Alsek River Airport,US-AK,Yakutat,A57,-138.447293043,59.1991802403
small_airport,Tuntutuliak Airport,US-AK,Tuntutuliak,A61,-162.667007446,60.3353004456
small_airport,Twin Hills Airport,US-AK,Twin Hills,A63,-160.27299499512,59.07559967041
small_airport,Harlequin Lake Airport,US-AK,Yakutat,A67,-139.02499389648438,59.414398193359375
small_airport,Situk Airport,US-AK,Yakutat,A68,-139.50900268554688,59.55160140991211
small_airport,Tanis Mesa Airport,US-AK,Yakutat,A69,-138.50399780273438,59.24800109863281
small_airport,Dangerous River Airport,US-AK,Yakutat,A70,-139.19400024414062,59.41279983520508
small_airport,Yankee Creek 2 Airport,US-AK,Yankee Creek,A77,-156.367004395,63.0018997192
small_airport,Chignik Lake Airport,US-AK,Chignik Lake,A79,-158.774993896,56.2550010681
small_airport,Gunsight Mountain Airport,US-AK,Gunsight Mountain Lodge,A88,-147.322998046875,61.89950180053711
small_airport,Shump Airport,US-AK,Talkeetna,AA00,-149.926717,62.51015
seaplane_base,West Beaver Seaplane Base,US-AK,Big Lake,AA01,-149.846531,61.584961
seaplane_base,Horseshoe Lake Seaplane Base,US-AK,Big Lake,AA02,-149.924111,61.571481
heliport,Central Pad Heliport,US-AK,Deadhorse,AA03,-146.258517,70.171228
heliport,Viking Heliport,US-AK,Anchorage,AA04,-149.839094,61.224775
closed,Shelby Strip,US-AK,Anchorage,,-149.0784845,61.507811
small_airport,Sixmile Lake Airport,US-AK,Anchorage,AA06,-149.806111,61.289722
heliport,Saddleback Island Heliport,US-AK,Big Lake,AA07,-149.927139,61.521575
heliport,Alaska Heliworx Heliport,US-AK,Palmer,AA08,-149.153889,61.594722
small_airport,Busch Creek Airport,US-AK,Talkeetna,AA09,-147.774722,62.477502
seaplane_base,Misty Lake Seaplane Base,US-AK,Wasilla,AA11,-149.676131,61.550739
seaplane_base,Dove Island Lodge Seaplane Base,US-AK,Sitka,AA12,-135.2955556,57.0408333
heliport,Toolik Heliport,US-AK,Toolik Field Station,AA14,-149.589,68.628168
small_airport,Treasure Chest Airport,US-AK,Kenai,AA16,-151.2945,60.624808
small_airport,Delta Daves Airport,US-AK,Delta Junction,AA22,-145.804494,64.132858
heliport,Otp Heliport,US-AK,Nuiqsut,AA27,-150.018563,70.414028
small_airport,Trio Estates Airport,US-AK,Houston,AA30,-149.870831,61.648189
small_airport,Gus Landing,US-AK,Houston,AA33,-149.770119,61.60415
heliport,35 Mile Lodge Heliport,US-AK,Haines,AA35,-136.2293611,59.4375556
heliport,Nikaitchuq Operations Center Heliport,US-AK,Kuparuk,AA38,-149.8532333,70.4824806
heliport,Barlett Regional Hospital Heliport,US-AK,Juneau,AA44,-134.460083,58.328803
small_airport,Point Thomson Sea Ice Airstrip,US-AK,Deadhorse,AA50,-146.35035,70.181144
heliport,Spy Island Drill-Site Heliport,US-AK,Kuparuk,AA51,-149.9105278,70.55625
small_airport,Timber Trails Airport,US-AK,North Pole,AA76,-147.329444,64.769444
seaplane_base,Walby Lake Seaplane Base,US-AK,Palmer,AA85,-149.221031,61.616419
closed,Amchitka Army Airfield,US-AK,Amchitka Island,,179.259166667,51.3777777778
small_airport,Jakes Bar Airport,US-AK,Mccarthy,AK0,-142.88999938964844,61.21870040893555
small_airport,Anchor River Airpark,US-AK,Anchor Point,AK00,-151.86300659179688,59.79669952392578
small_airport,Alaska Airpark,US-AK,Sterling,AK01,-150.625133,60.528983
small_airport,Bear Creek 1 Airport,US-AK,Bear Creek,AK02,-161.06199645996094,65.53990173339844
small_airport,Skelton Airport,US-AK,Eureka,3AK1,-147.169006,61.937
small_airport,Breeden Airport,US-AK,Sterling,AK05,-150.599217,60.54105
small_airport,Denali Airport,US-AK,Mckinley Park,AK06,-148.79800415039062,63.64509963989258
small_airport,Dog Fish Bay Airport,US-AK,Nanwalek,AK07,-151.8769989013672,59.24100112915039
small_airport,Thomas Strip,US-AK,Willow,AK08,-150.1060028076172,61.78990173339844
small_airport,Wingsong Estates Airport,US-AK,Delta Junction,AK09,-145.5019989013672,64.04959869384766
small_airport,Butte Municipal Airport,US-AK,Palmer,AK1,-149.01800537109375,61.53030014038086
small_airport,AK-10 Airstrip,US-AK,Willow,AK10,-150.108992,61.71721
small_airport,Point Mcintyre Airport,US-AK,Point Mcintyre,AK11,-148.6820068359375,70.40170288085938
small_airport,Flying Crown Airport,US-AK,Anchorage,AK12,-149.86399841308594,61.10660171508789
small_airport,Chena Hot Springs Airport,US-AK,Chena Hot Springs,AK13,-146.04699707,65.0518035889
small_airport,Turinsky Airstrip,US-AK,Point Mackenzie,AK14,-150.089004517,61.3512992859
small_airport,Sunset Strip,US-AK,Wasilla,AK16,-149.7149963,61.52339935
small_airport,Glacierview Strip,US-AK,Homer,AK17,-151.22300720214844,59.76359939575195
small_airport,Camp Point Airport,US-AK,Homer,AK18,-153.08099365234375,59.82849884033203
small_airport,Carl's Landing Airport,US-AK,Talkeetna,AK19,-150.06399536132812,62.17390060424805
small_airport,CD-3 Airstrip,US-AK,Nuiqsut,AK20,-150.886667,70.420622
small_airport,Nushagak Airport,US-AK,Dillingham,AK21,-157.77699279785156,59.132598876953125
small_airport,Lakloey Air Park,US-AK,Fairbanks,AK22,-147.52200317382812,64.82170104980469
small_airport,Hilltop Airport,US-AK,Chugiak,AK24,-149.4389954,61.41820145
small_airport,Piper Landing Airport,US-AK,Wasilla,AK25,-149.61500549316406,61.61750030517578
small_airport,Solomon State Field,US-AK,Solomon,AK26,-164.4457,64.5605
small_airport,Valley Flying Crown Airport,US-AK,Wasilla,AK27,-149.62399291992188,61.642601013183594
small_airport,Chena Marina Airport,US-AK,Fairbanks,AK28,-147.91900634765625,64.81400299072266
small_airport,Reids Landing Airport,US-AK,Houston,AK29,-149.8520050048828,61.61259841918945
small_airport,Strawberry Point Airport,US-AK,Cordova,AK30,-146.097464,60.391153
small_airport,Swift Creek Airport,US-AK,Mccarthy,AK31,-143.00100708007812,61.41120147705078
heliport,Oooguruk Island Heliport,US-AK,Nuiqsut,AK32,-150.253467,70.495422
small_airport,Herendeen Bay Airport,US-AK,Herendeen Bay,AK33,-160.899002075,55.801399231
seaplane_base,Kashwitna Lake Seaplane Base,US-AK,Willow,AK34,-150.080001831,61.8353004456
heliport,Buffalo Row Heliport,US-AK,Delta Junction,AK35,-145.738998413,64.0389022827
small_airport,Point Mac Airport,US-AK,Point Mackenzie,AK36,-150.1219940185547,61.43600082397461
heliport,Point Mackenzie Heliport,US-AK,Point Mackenzie,AK37,-150.035995483,61.249500274700004
heliport,Providence Hospital Heliport,US-AK,Anchorage,AK38,-149.822006226,61.188999176
small_airport,South Gasline Airport,US-AK,Sterling,AK39,-150.17999267578125,60.697200775146484
small_airport,Nixon Fork Mine Airport,US-AK,McGrath,AK40,-154.759994507,63.229198455799995
small_airport,Greg'n Sage Airport,US-AK,North Pole,AK41,-146.843994140625,64.54389953613281
closed,Valley Hospital - Palmer Heliport,US-AK,Palmer,,-149.106009,61.600899
seaplane_base,Jacobsen Lake Seaplane Base,US-AK,Wasilla,AK43,-149.539001465,61.5791015625
small_airport,Talkeetna Village Strip,US-AK,Talkeetna,AK44,-150.11599731445312,62.31890106201172
closed,Lost River 2 Airport,US-AK,Lost River,,-167.1755,65.4562
small_airport,Abi Airport,US-AK,Palmer,AK46,-149.04299926757812,61.62879943847656
small_airport,Shawn Field,US-AK,Wasilla,AK47,-149.56300354003906,61.58570098876953
closed,"Valley Hospital, Wasilla Heliport",US-AK,Wasilla,,-149.425004,61.585202
small_airport,Taylor Airport,US-AK,Taylor,AK49,-164.798995972,65.6792984009
seaplane_base,Encelewski Lake Seaplane Base,US-AK,Kasilof,AK5,-151.30299377441406,60.25559997558594
small_airport,Sky Ranch At Pioneer Peak Airport,US-AK,Palmer,AK50,-149.1439971923828,61.55459976196289
small_airport,Wilder/Natwick LLC Airport,US-AK,Port Alsworth,AK51,-154.324996948,60.198600769
small_airport,Moen's Ranch Airport,US-AK,Fairbanks,AK52,-147.53599548339844,64.88890075683594
closed,Downwind Landing Airport,US-AK,Palmer,,-148.996994,61.582298
small_airport,Stro's Airport,US-AK,Wasilla,AK54,-149.3260040283203,61.657100677490234
small_airport,Moose Run Airstrip,US-AK,Soldotna,AK55,-150.802001953125,60.489200592041016
seaplane_base,Tikchik Lodge Seaplane Base,US-AK,Tikchik,AK56,-158.477005005,59.9631996155
seaplane_base,Long Lake Seaplane Base,US-AK,Willow,AK57,-150.091003418,61.7257003784
small_airport,Fairview West Airport,US-AK,Wasilla,AK58,-149.5489959716797,61.540000915527344
small_airport,King Ranch Airport,US-AK,Sutton,AK59,-148.35499572753906,61.79560089111328
small_airport,Fort Jensen Airport,US-AK,Jensens,AK60,-157.0970001220703,57.885101318359375
small_airport,Stephan Lake Lodge Airport,US-AK,Talkeetna,AK61,-148.90699768066406,62.69960021972656
seaplane_base,Naukati Bay Seaplane Base,US-AK,Tuxekan Island,AK62,-133.227994,55.849602
small_airport,Pat-Mar Strip,US-AK,Palmer,AK63,-149.14300537109375,61.588600158691406
small_airport,Taylor Mountain Airport,US-AK,Taylor Mountain Mine,AK64,-157.39199829101562,60.867801666259766
small_airport,Green's Strip,US-AK,Wasilla,AK65,-149.3509979248047,61.597900390625
small_airport,Hunter Creek Airport,US-AK,Palmer,AK66,-148.8040008544922,61.46310043334961
small_airport,Skid Marks Airport,US-AK,Willow,AK67,-150.072998046875,61.73860168457031
small_airport,Minuteman Strip,US-AK,Willow,AK68,-150.0540008544922,61.720298767089844
small_airport,Long Lake Airport,US-AK,Willow,AK69,-150.09800720214844,61.72930145263672
small_airport,Lonely Air Station,US-AK,Lonely,AK71,-153.2420044,70.91069794
small_airport,Jewell Airport,US-AK,Willow,AK72,-150.6009979248047,61.7047004699707
small_airport,McGahan Industrial Airpark,US-AK,Nikishka,AK73,-151.302001953,60.7252998352
heliport,Kodiak Emergency/Spruce Cape Heliport,US-AK,Kodiak,AK74,-152.35400390625,57.807899475097656
small_airport,Candle 2 Airport,US-AK,Candle,AK75,-161.925994873,65.907699585
small_airport,East Alsek River Airport,US-AK,Yakutat,AK76,-138.40699768066406,59.1260986328125
small_airport,All West Airport,US-AK,Delta Junction,AK77,-145.4219970703125,63.94139862060547
small_airport,Jolly Field,US-AK,Wasilla,AK79,-149.5665,61.59355
seaplane_base,Christiansen Lake Seaplane Base,US-AK,Talkeetna,AK8,-150.06935,62.313414
small_airport,American Creek Airport,US-AK,American Creek,80A,-151.176,65.1046
seaplane_base,Amook Bay Seaplane Base,US-AK,Amook Bay,AK81,-153.815002441,57.4715003967
heliport,Campbell BLM Heliport,US-AK,Anchorage,AK82,-149.792007446,61.1561012268
small_airport,Gannon's Landing Airport,US-AK,Wasilla,AK83,-149.60899353027344,61.62730026245117
small_airport,Scooter's Landing Strip,US-AK,Sterling,AK84,-150.83099365234375,60.52939987182617
small_airport,Birchwater Airport,US-AK,Wasilla,AK85,-149.763986,61.482333
small_airport,Kramer Airport,US-AK,Big Lake,AK86,-149.91135,61.573539
heliport,Team Levine Heliport,US-AK,Big Lake,AK87,-149.929000854,61.5149002075
small_airport,Eagle Nest Airport,US-AK,Palmer,AK88,-149.0399932861328,61.604698181152344
small_airport,Black Spruce Airport,US-AK,Houston,AK89,-149.83700561523438,61.65700149536133
small_airport,Shirley Lake Airport,US-AK,Willow,AK90,-150.11500549316406,61.74470138549805
heliport,Elmendorf Hospital Heliport,US-AK,Anchorage,AK91,-149.74899292,61.2397003174
small_airport,Martin Airport,US-AK,Palmer,AK92,-149.029007,61.63800049
small_airport,Grouse Ridge Airport,US-AK,Palmer,AK93,-149.2729949951172,61.65520095825195
heliport,Alascom/Coastal Lena Point Heliport,US-AK,Juneau,AK94,-134.776992798,58.390800476100004
small_airport,Twin Lake Airport,US-AK,Big Lake,AK95,-149.7790069580078,61.569801330566406
small_airport,Bartletts Airport,US-AK,Egegik,AK96,-157.352005005,58.2162017822
small_airport,Boswell Bay Airport,US-AK,Boswell Bay,AK97,-146.145996094,60.4230995178
small_airport,Buck Creek Airport,US-AK,Buck Creek,AK98,-167.48599243164062,65.63870239257812
small_airport,Grand Home Airport,US-AK,Wasilla,AK99,-149.761111,61.446667
small_airport,Charlie Wilkes Airport,US-AL,Fayette,AL00,-87.7863998413086,33.74440002441406
small_airport,Bedsole Farm Airport,US-AL,Claiborne,AL01,-87.5333023071289,31.558500289916992
closed,Rainey Field,US-AL,Cottondale,,-87.441704,33.150101
small_airport,Strickland/Smalley Field,US-AL,Akron,AL03,-87.723889,35.853889
closed,Pleasant View Farm Airport,US-AL,Elberta,,-87.525002,30.4627
small_airport,Sehoy Airport,US-AL,Hurtsboro,AL05,-85.46800231933594,32.22010040283203
heliport,Drummond Heliport,US-AL,Jasper,AL06,-87.25669860839844,33.515899658203125
heliport,EAMC-Lanier Heliport,US-AL,Valley,AL07,-85.168711,32.829531
small_airport,Perdido Winds Airpark,US-AL,Elberta,AL08,-87.5353012084961,30.424400329589844
small_airport,Cloudmont Airpark,US-AL,Mentone,AL09,-85.59020233154297,34.53340148925781
small_airport,Frerichs Airport,US-AL,Gurley,AL10,-86.41690063476562,34.65119934082031
heliport,Baptist Medical Center Heliport,US-AL,Montgomery,AL11,-86.27660369873047,32.32749938964844
small_airport,Kershaw Airport,US-AL,Montgomery,AL12,-86.125,32.35850143432617
heliport,Westrock - MHRT Mill Heliport,US-AL,Cottonton,AL13,-85.028819,32.172375
heliport,Bryan W. Whitfield Memorial Hospital Heliport,US-AL,Demopolis,AL14,-87.8363,32.5057
small_airport,Styron Airport,US-AL,Foley,AL15,-87.72419738769531,30.402999877929688
small_airport,Turkey Creek Airport,US-AL,Pinson,AL16,-86.72360229492188,33.72679901123047
small_airport,Lazy Eight Airpark Llc Airport,US-AL,Wilsonville,AL17,-86.51300048830001,33.2340011597
small_airport,Parker Field,US-AL,Gardendale,AL18,-86.86750030517578,33.67620086669922
heliport,Medical West Heliport,US-AL,Bessemer,AL19,-86.991,33.37155
heliport,Southeast Alabama Medical Center Heliport,US-AL,Dothan,AL20,-85.36720275878906,31.21809959411621
heliport,Lakeside Heliport,US-AL,Birmingham,AL21,-86.67749786376953,33.51210021972656
heliport,Eliza Coffee Memorial Hospital Heliport,US-AL,Florence,AL22,-87.68340301513672,34.79399871826172
heliport,Drummond Coal Company Heliport,US-AL,Birmingham,AL23,-86.75080108642578,33.55229949951172
heliport,Rotor Wing Inc Heliport,US-AL,Mount Olive,AL24,-86.8703,33.6776
small_airport,Spratling Field,US-AL,Roba,AL25,-85.6010971069336,32.242401123046875
heliport,Bryant Culberson Heliport,US-AL,Tuscaloosa,AL26,-87.52780151367188,33.20600128173828
small_airport,Headquarters Airport,US-AL,Centre,AL27,-85.56580352783203,34.1057014465332
closed,Huntsville Hospital Heliport,US-AL,Huntsville,,-86.574203,34.737301
small_airport,New Horizon Airport,US-AL,Blountsville,AL29,-86.63330078125,34.12929916381836
closed,Mizell Memorial Hospital Heliport,US-AL,Opp,,-86.254097,31.2932
closed,Vaughan Hospital Heliport,US-AL,Selma,,-87.054199,32.406799
small_airport,Flying M Ranch Airport,US-AL,Cedar Bluff,AL32,-85.6436996459961,34.322601318359375
small_airport,Sturdy Oak Farm Airport,US-AL,Perdido,AL33,-87.58580017089844,31.02519989013672
small_airport,Elam's Landing Airport,US-AL,Moulton,AL34,-87.386101,34.446999
small_airport,Mc Ginnis Airport,US-AL,Loxley,AL35,-87.7043991089,30.619600296
heliport,The Huntsville Hospital Heliport,US-AL,Huntsville,AL36,-86.58059692382812,34.72090148925781
small_airport,Benedick Airport,US-AL,Jack,AL37,-85.977278,31.555028
heliport,University of Alabama Hospital Heliport,US-AL,Birmingham,AL38,-86.80280303955078,33.50590133666992
heliport,Shelby Medical Center Heliport,US-AL,Alabaster,AL39,-86.81220245361328,33.252201080322266
small_airport,Bonham Airport,US-AL,Birmingham,AL40,-86.98580169677734,33.5432014465332
small_airport,Freedom Field,US-AL,Slocomb,AL41,-85.62550354003906,31.115999221801758
heliport,The Health Care Authority of the City of Anniston Heliport,US-AL,Anniston,AL42,-85.8244,33.656068
small_airport,Henley Ranch Airport,US-AL,Geiger,AL43,-88.3333969116211,32.90850067138672
heliport,Cullman Medical Center Heliport,US-AL,Cullman,AL44,-86.84359741210938,34.172298431396484
heliport,Trinty Medical Center Heliport,US-AL,Birmingham,AL45,-86.7497024536,33.5175018311
seaplane_base,Shoals Creek Seaplane Base,US-AL,Florence,AL46,-87.58719635009766,34.9025993347168
heliport,Lemoyne Heliport,US-AL,Axis,AL47,-88.02639770507812,30.971799850463867
heliport,Southwest Alabama Medical Center Heliport,US-AL,Thomasville,AL48,-87.7375030518,31.9307003021
heliport,Carraway Medical Center Heliport,US-AL,Birmingham,AL49,-86.8114013671875,33.5359001159668
heliport,Baptist Medical Center-Princeton Heliport,US-AL,Birmingham,AL50,-86.84639739990234,33.49760055541992
small_airport,Flying C's Plantation Airport,US-AL,Crawford,AL51,-85.29920196533203,32.416099548339844
heliport,Usa Medical Center Heliport,US-AL,Mobile,AL52,-88.10780334472656,30.711599349975586
heliport,Humana Hospital Shoals Heliport,US-AL,Muscle Shoals,AL53,-87.67639923095703,34.74620056152344
small_airport,Bird Nest Airport,US-AL,Winfield,AL54,-87.84529876708984,33.86330032348633
small_airport,Shields Airport,US-AL,Elberta,AL55,-87.46389770507812,30.4419002532959
closed,Jones Light Aviation Airport,US-AL,Smiths,,-85.083298,32.500099
seaplane_base,Lower Delta Seaplane Base,US-AL,Spanish Fort,AL58,-87.959871,30.675476
heliport,Flowers Hospital Heliport,US-AL,Dothan,AL59,-85.456298828125,31.237699508666992
small_airport,Dugger's Field,US-AL,Ashville,AL60,-86.2114028930664,33.83869934082031
closed,Belforest Airport,US-AL,Daphne,,-87.858299,30.616899
small_airport,Striplin Airfield,US-AL,Hartford,AL62,-85.68350219726562,31.08300018310547
heliport,Walker Regional Medical Center Heliport,US-AL,Jasper,AL63,-87.23390197753906,33.84339904785156
heliport,St Vincents East Heliport,US-AL,Birmingham,AL65,-86.667808,33.596972
heliport,Alabama Power Headquarters Heliport,US-AL,Birmingham,AL66,-86.8135986328125,33.51959991455078
closed,Exxon Heliport,US-AL,Theodore,,-88.110001,30.5308
closed,Willis Airport,US-AL,Piedmont,,-85.663,33.8512
small_airport,Vaughn Private Airport,US-AL,Summerdale,AL69,-87.4916000366211,30.508499145507812
heliport,ABC 33/40 Heliport,US-AL,Hoover,AL70,-86.787855,33.352729
small_airport,Willow Point Airport,US-AL,Our Town,AL71,-85.98049926757812,32.8036994934082
closed,Palmer Field,US-AL,Madison,,-86.786102,34.6954
small_airport,Sharpe Field,US-AL,Tuskegee,AL73,-85.7755966187,32.4919013977
small_airport,Grimes Field,US-AL,Semmes,AL74,-88.30580139160156,30.764400482177734
seaplane_base,Gulf State Park Seaplane Base,US-AL,Gulf Shores,AL75,-87.63690185546875,30.2632999420166
small_airport,Mayfield (Private) Airport,US-AL,Maplesville,AL76,-86.87000274658203,32.84870147705078
small_airport,Smart Road Airport,US-AL,Troy,AL77,-86.00700378417969,31.7406005859375
small_airport,Klumpp Airport,US-AL,Fairhope,AL78,-87.85420227050781,30.526899337768555
small_airport,Bartlett Ranch Airport,US-AL,Pike Road,AL79,-86.09880065917969,32.26959991455078
heliport,Bellefonte Nuclear Plant Heliport,US-AL,Scottsboro,AL80,-85.92389678955078,34.71200180053711
small_airport,Wallace Field,US-AL,Robertsdale,AL81,-87.58329772949219,30.550199508666992
heliport,Providence Hospital Heliport,US-AL,Mobile,AL82,-88.19999694824219,30.679399490356445
heliport,Community Hospital Heliport,US-AL,Tallassee,AL83,-85.91130065917969,32.534000396728516
small_airport,Pecan Ponds Farm Airport,US-AL,Robertsdale,AL84,-87.6041030883789,30.558500289916992
heliport,Towers Heliport,US-AL,Birmingham,AL85,-86.32499694824219,33.474300384521484
heliport,Lawrence County Hospital Heliport,US-AL,Moulton,AL86,-87.284882,34.484081
heliport,Dale Medical Center Heliport,US-AL,Ozark,AL87,-85.63189697265625,31.45159912109375
small_airport,Ban Farm Airport,US-AL,Lillian,AL88,-87.4708023071289,30.426599502563477
small_airport,Sommerset Strip,US-AL,Opelika,AL89,-85.36689758300781,32.71870040893555
heliport,Selma Medical Center Heliport,US-AL,Selma,AL90,-87.05670166015625,32.42900085449219
heliport,The Children's Hospital Heliport,US-AL,Birmingham,AL91,-86.8052978515625,33.50429916381836
small_airport,Hawk Field,US-AL,Harpersville,AL92,-86.40360260009766,33.30730056762695
small_airport,Big Sky Airport,US-AL,Huntsville,AL93,-86.70999908447266,34.88560104370117
small_airport,Evans Field,US-AL,Wilmer,AL94,-88.377197265625,30.812700271606445
heliport,Mc Intosh Community Heliport,US-AL,Mc Intosh,AL95,-88.0124969482,31.273500442499998
seaplane_base,Bon Secour Seaplane Base,US-AL,Gulf Shores,AL96,-87.74079895019531,30.29829978942871
